YEAR,MO,DY,ALLSKY_SFC_SW_DWN,Solar_Output,Load_kWh,Energy_Gap,Diesel_Liters,Diesel_Cost_2025,Diesel_Cost_2026,Date,Battery_SOC,Battery_Discharge,Diesel_Liters_Battery,Diesel_Needed_Battery,Excess_Solar,Month,Month_No,CO2_Emissions,CO2_Emissions_Battery,CO2_Reduction,Solar_Contribution,Diesel_Reduction,Diesel_Saved
2025,5,16,6.2926,50.3408,35,0.0,0.0,0.0,0.0,2025-05-16,10.0,0.0,0.0,0.0,15.340800000000002,May,5,0.0,0.0,0.0,143.83085714285716,0.0,0.0
2025,5,17,4.2288,33.8304,35,1.1696000000000026,0.29240000000000066,438.600000000001,526.3200000000012,2025-05-17,8.830399999999997,1.1696000000000026,0.29240000000000066,0.0,0.0,May,5,0.7836320000000018,0.7836320000000018,0.0,96.65828571428571,0.0,0.0
2025,5,18,3.1366,25.0928,35,9.9072,2.4768,3715.2,4458.24,2025-05-18,0.0,8.830399999999997,2.4768,1.0768000000000022,0.0,May,5,6.637824,6.637824,0.0,71.69371428571428,0.0,0.0
2025,5,19,5.2642,42.1136,35,0.0,0.0,0.0,0.0,2025-05-19,7.113599999999998,0.0,0.0,0.0,7.113599999999998,May,5,0.0,0.0,0.0,120.32457142857143,0.0,0.0
2025,5,20,4.429,35.432,35,0.0,0.0,0.0,0.0,2025-05-20,7.5456,0.0,0.0,0.0,0.43200000000000216,May,5,0.0,0.0,0.0,101.23428571428572,0.0,0.0
2025,5,21,6.9638,55.7104,35,0.0,0.0,0.0,0.0,2025-05-21,10.0,0.0,0.0,0.0,20.7104,May,5,0.0,0.0,0.0,159.17257142857142,0.0,0.0
2025,5,22,6.3672,50.9376,35,0.0,0.0,0.0,0.0,2025-05-22,10.0,0.0,0.0,0.0,15.937600000000003,May,5,0.0,0.0,0.0,145.536,0.0,0.0
2025,5,23,5.7722,46.1776,35,0.0,0.0,0.0,0.0,2025-05-23,10.0,0.0,0.0,0.0,11.177599999999998,May,5,0.0,0.0,0.0,131.93599999999998,0.0,0.0
2025,5,24,4.2365,33.892,35,1.107999999999997,0.27699999999999925,415.49999999999886,498.59999999999866,2025-05-24,8.892000000000003,1.107999999999997,0.27699999999999925,0.0,0.0,May,5,0.742359999999998,0.742359999999998,0.0,96.83428571428573,0.0,0.0
2025,5,25,6.0338,48.2704,35,0.0,0.0,0.0,0.0,2025-05-25,10.0,0.0,0.0,0.0,13.270400000000002,May,5,0.0,0.0,0.0,137.91542857142858,0.0,0.0
2025,5,26,5.0878,40.7024,35,0.0,0.0,0.0,0.0,2025-05-26,10.0,0.0,0.0,0.0,5.702399999999997,May,5,0.0,0.0,0.0,116.2925714285714,0.0,0.0
2025,5,27,4.0111,32.0888,35,2.911200000000001,0.7278000000000002,1091.7000000000003,1310.0400000000004,2025-05-27,7.088799999999999,2.911200000000001,0.7278000000000002,0.0,0.0,May,5,1.9505040000000007,1.9505040000000007,0.0,91.68228571428571,0.0,0.0
2025,5,28,5.5944,44.7552,35,0.0,0.0,0.0,0.0,2025-05-28,10.0,0.0,0.0,0.0,9.755200000000002,May,5,0.0,0.0,0.0,127.87200000000001,0.0,0.0
2025,5,29,4.7371,37.8968,35,0.0,0.0,0.0,0.0,2025-05-29,10.0,0.0,0.0,0.0,2.896799999999999,May,5,0.0,0.0,0.0,108.27657142857143,0.0,0.0
2025,5,30,6.553,52.424,35,0.0,0.0,0.0,0.0,2025-05-30,10.0,0.0,0.0,0.0,17.424,May,5,0.0,0.0,0.0,149.78285714285715,0.0,0.0
2025,5,31,5.9105,47.284,35,0.0,0.0,0.0,0.0,2025-05-31,10.0,0.0,0.0,0.0,12.283999999999999,May,5,0.0,0.0,0.0,135.09714285714284,0.0,0.0
2025,6,1,5.3599,42.8792,35,0.0,0.0,0.0,0.0,2025-06-01,10.0,0.0,0.0,0.0,7.879199999999997,June,6,0.0,0.0,0.0,122.512,0.0,0.0
2025,6,2,6.559,52.472,35,0.0,0.0,0.0,0.0,2025-06-02,10.0,0.0,0.0,0.0,17.472,June,6,0.0,0.0,0.0,149.92000000000002,0.0,0.0
2025,6,3,2.0904,16.7232,35,18.2768,4.5692,6853.8,8224.560000000001,2025-06-03,0.0,10.0,4.5692,8.276800000000001,0.0,June,6,12.245456000000003,12.245456000000003,0.0,47.78057142857142,0.0,0.0
2025,6,4,5.9818,47.8544,35,0.0,0.0,0.0,0.0,2025-06-04,10.0,0.0,0.0,0.0,12.854399999999998,June,6,0.0,0.0,0.0,136.7268571428571,0.0,0.0
2025,6,5,6.5652,52.5216,35,0.0,0.0,0.0,0.0,2025-06-05,10.0,0.0,0.0,0.0,17.5216,June,6,0.0,0.0,0.0,150.0617142857143,0.0,0.0
2025,6,6,5.8488,46.7904,35,0.0,0.0,0.0,0.0,2025-06-06,10.0,0.0,0.0,0.0,11.790399999999998,June,6,0.0,0.0,0.0,133.68685714285712,0.0,0.0
2025,6,7,6.5304,52.2432,35,0.0,0.0,0.0,0.0,2025-06-07,10.0,0.0,0.0,0.0,17.2432,June,6,0.0,0.0,0.0,149.26628571428574,0.0,0.0
2025,6,8,6.091,48.728,35,0.0,0.0,0.0,0.0,2025-06-08,10.0,0.0,0.0,0.0,13.728000000000002,June,6,0.0,0.0,0.0,139.22285714285715,0.0,0.0
2025,6,9,6.0348,48.2784,35,0.0,0.0,0.0,0.0,2025-06-09,10.0,0.0,0.0,0.0,13.278399999999998,June,6,0.0,0.0,0.0,137.9382857142857,0.0,0.0
2025,6,10,6.3055,50.444,35,0.0,0.0,0.0,0.0,2025-06-10,10.0,0.0,0.0,0.0,15.444000000000003,June,6,0.0,0.0,0.0,144.1257142857143,0.0,0.0
2025,6,11,4.873,38.984,35,0.0,0.0,0.0,0.0,2025-06-11,10.0,0.0,0.0,0.0,3.9840000000000018,June,6,0.0,0.0,0.0,111.38285714285713,0.0,0.0
2025,6,12,6.0386,48.3088,35,0.0,0.0,0.0,0.0,2025-06-12,10.0,0.0,0.0,0.0,13.308799999999998,June,6,0.0,0.0,0.0,138.02514285714284,0.0,0.0
2025,6,13,4.279,34.232,35,0.7680000000000007,0.19200000000000017,288.0000000000002,345.6000000000003,2025-06-13,9.232,0.7680000000000007,0.19200000000000017,0.0,0.0,June,6,0.5145600000000005,0.5145600000000005,0.0,97.80571428571429,0.0,0.0
2025,6,14,4.1522,33.2176,35,1.7824000000000026,0.44560000000000066,668.400000000001,802.0800000000012,2025-06-14,7.449599999999997,1.7824000000000026,0.44560000000000066,0.0,0.0,June,6,1.194208000000002,1.194208000000002,0.0,94.90742857142857,0.0,0.0
2025,6,15,5.3191,42.5528,35,0.0,0.0,0.0,0.0,2025-06-15,10.0,0.0,0.0,0.0,7.552799999999998,June,6,0.0,0.0,0.0,121.57942857142856,0.0,0.0
2025,6,16,5.6304,45.0432,35,0.0,0.0,0.0,0.0,2025-06-16,10.0,0.0,0.0,0.0,10.043199999999999,June,6,0.0,0.0,0.0,128.69485714285713,0.0,0.0
2025,6,17,5.2831,42.2648,35,0.0,0.0,0.0,0.0,2025-06-17,10.0,0.0,0.0,0.0,7.264800000000001,June,6,0.0,0.0,0.0,120.75657142857143,0.0,0.0
2025,6,18,3.6379,29.1032,35,5.896799999999999,1.4741999999999997,2211.2999999999997,2653.5599999999995,2025-06-18,4.103200000000001,5.896799999999999,1.4741999999999997,0.0,0.0,June,6,3.9508559999999995,3.9508559999999995,0.0,83.152,0.0,0.0
2025,6,19,5.3611,42.8888,35,0.0,0.0,0.0,0.0,2025-06-19,10.0,0.0,0.0,0.0,7.888800000000003,June,6,0.0,0.0,0.0,122.53942857142859,0.0,0.0
2025,6,20,4.6243,36.9944,35,0.0,0.0,0.0,0.0,2025-06-20,10.0,0.0,0.0,0.0,1.9943999999999988,June,6,0.0,0.0,0.0,105.6982857142857,0.0,0.0
2025,6,21,5.5166,44.1328,35,0.0,0.0,0.0,0.0,2025-06-21,10.0,0.0,0.0,0.0,9.132800000000003,June,6,0.0,0.0,0.0,126.0937142857143,0.0,0.0
2025,6,22,5.1077,40.8616,35,0.0,0.0,0.0,0.0,2025-06-22,10.0,0.0,0.0,0.0,5.861600000000003,June,6,0.0,0.0,0.0,116.74742857142857,0.0,0.0
2025,6,23,4.8859,39.0872,35,0.0,0.0,0.0,0.0,2025-06-23,10.0,0.0,0.0,0.0,4.087200000000003,June,6,0.0,0.0,0.0,111.67771428571429,0.0,0.0
2025,6,24,4.6178,36.9424,35,0.0,0.0,0.0,0.0,2025-06-24,10.0,0.0,0.0,0.0,1.9423999999999992,June,6,0.0,0.0,0.0,105.54971428571429,0.0,0.0
2025,6,25,5.3741,42.9928,35,0.0,0.0,0.0,0.0,2025-06-25,10.0,0.0,0.0,0.0,7.992800000000003,June,6,0.0,0.0,0.0,122.83657142857143,0.0,0.0
2025,6,26,3.2378,25.9024,35,9.0976,2.2744,3411.6,4093.92,2025-06-26,0.9024000000000001,9.0976,2.2744,0.0,0.0,June,6,6.095392,6.095392,0.0,74.00685714285714,0.0,0.0
2025,6,27,4.5763,36.6104,35,0.0,0.0,0.0,0.0,2025-06-27,2.5127999999999986,0.0,0.0,0.0,1.6103999999999985,June,6,0.0,0.0,0.0,104.60114285714286,0.0,0.0
2025,6,28,4.2982,34.3856,35,0.6144000000000034,0.15360000000000085,230.40000000000128,276.4800000000015,2025-06-28,1.8983999999999952,0.6144000000000034,0.15360000000000085,0.0,0.0,June,6,0.4116480000000023,0.4116480000000023,0.0,98.24457142857142,0.0,0.0
2025,6,29,4.2547,34.0376,35,0.9624000000000024,0.2406000000000006,360.9000000000009,433.08000000000106,2025-06-29,0.9359999999999928,0.9624000000000024,0.2406000000000006,0.0,0.0,June,6,0.6448080000000016,0.6448080000000016,0.0,97.25028571428571,0.0,0.0
2025,6,30,2.9777,23.8216,35,11.1784,2.7946,4191.9,5030.28,2025-06-30,0.0,0.9359999999999928,2.7946,10.242400000000007,0.0,June,6,7.489528,7.489528,0.0,68.06171428571429,0.0,0.0
2025,7,1,2.4732,19.7856,35,15.214400000000001,3.8036000000000003,5705.400000000001,6846.4800000000005,2025-07-01,0.0,0.0,3.8036000000000003,15.214400000000001,0.0,July,7,10.193648000000001,10.193648000000001,0.0,56.53028571428571,0.0,0.0
2025,7,2,4.9025,39.22,35,0.0,0.0,0.0,0.0,2025-07-02,4.219999999999999,0.0,0.0,0.0,4.219999999999999,July,7,0.0,0.0,0.0,112.05714285714285,0.0,0.0
2025,7,3,4.5593,36.4744,35,0.0,0.0,0.0,0.0,2025-07-03,5.694400000000002,0.0,0.0,0.0,1.4744000000000028,July,7,0.0,0.0,0.0,104.21257142857144,0.0,0.0
2025,7,4,3.8933,31.1464,35,3.8536,0.9634,1445.1000000000001,1734.1200000000001,2025-07-04,1.8408000000000015,3.8536,0.9634,0.0,0.0,July,7,2.5819120000000004,2.5819120000000004,0.0,88.98971428571429,0.0,0.0
2025,7,5,3.5558,28.4464,35,6.553599999999999,1.6383999999999999,2457.6,2949.12,2025-07-05,0.0,1.8408000000000015,1.6383999999999999,4.712799999999998,0.0,July,7,4.390912,4.390912,0.0,81.27542857142858,0.0,0.0
2025,7,6,4.0891,32.7128,35,2.2871999999999986,0.5717999999999996,857.6999999999995,1029.2399999999993,2025-07-06,0.0,0.0,0.5717999999999996,2.2871999999999986,0.0,July,7,1.5324239999999991,1.5324239999999991,0.0,93.46514285714285,0.0,0.0
2025,7,7,3.9816,31.8528,35,3.1472000000000016,0.7868000000000004,1180.2000000000005,1416.2400000000007,2025-07-07,0.0,0.0,0.7868000000000004,3.1472000000000016,0.0,July,7,2.108624000000001,2.108624000000001,0.0,91.008,0.0,0.0
2025,7,8,4.519,36.152,35,0.0,0.0,0.0,0.0,2025-07-08,1.152000000000001,0.0,0.0,0.0,1.152000000000001,July,7,0.0,0.0,0.0,103.29142857142857,0.0,0.0
2025,7,9,4.0056,32.0448,35,2.955199999999998,0.7387999999999995,1108.1999999999991,1329.839999999999,2025-07-09,0.0,1.152000000000001,0.7387999999999995,1.8031999999999968,0.0,July,7,1.9799839999999986,1.9799839999999986,0.0,91.55657142857143,0.0,0.0
2025,7,10,4.0524,32.4192,35,2.5808000000000035,0.6452000000000009,967.8000000000013,1161.3600000000015,2025-07-10,0.0,0.0,0.6452000000000009,2.5808000000000035,0.0,July,7,1.7291360000000024,1.7291360000000024,0.0,92.6262857142857,0.0,0.0
2025,7,11,4.6145,36.916,35,0.0,0.0,0.0,0.0,2025-07-11,1.9159999999999968,0.0,0.0,0.0,1.9159999999999968,July,7,0.0,0.0,0.0,105.4742857142857,0.0,0.0
2025,7,12,4.0075,32.06,35,2.9399999999999977,0.7349999999999994,1102.499999999999,1322.999999999999,2025-07-12,0.0,1.9159999999999968,0.7349999999999994,1.024000000000001,0.0,July,7,1.9697999999999987,1.9697999999999987,0.0,91.60000000000001,0.0,0.0
2025,7,13,3.653,29.224,35,5.776,1.444,2166.0,2599.2,2025-07-13,0.0,0.0,1.444,5.776,0.0,July,7,3.86992,3.86992,0.0,83.49714285714286,0.0,0.0
2025,7,14,5.4216,43.3728,35,0.0,0.0,0.0,0.0,2025-07-14,8.372799999999998,0.0,0.0,0.0,8.372799999999998,July,7,0.0,0.0,0.0,123.92228571428572,0.0,0.0
2025,7,15,4.2113,33.6904,35,1.3096000000000032,0.3274000000000008,491.1000000000012,589.3200000000014,2025-07-15,7.063199999999995,1.3096000000000032,0.3274000000000008,0.0,0.0,July,7,0.8774320000000022,0.8774320000000022,0.0,96.2582857142857,0.0,0.0
2025,7,16,3.283,26.264,35,8.736,2.184,3276.0000000000005,3931.2000000000003,2025-07-16,0.0,7.063199999999995,2.184,1.6728000000000058,0.0,July,7,5.8531200000000005,5.8531200000000005,0.0,75.03999999999999,0.0,0.0
2025,7,17,3.8558,30.8464,35,4.153600000000001,1.0384000000000002,1557.6000000000004,1869.1200000000003,2025-07-17,0.0,0.0,1.0384000000000002,4.153600000000001,0.0,July,7,2.782912000000001,2.782912000000001,0.0,88.13257142857142,0.0,0.0
2025,7,18,4.1875,33.5,35,1.5,0.375,562.5,675.0,2025-07-18,0.0,0.0,0.375,1.5,0.0,July,7,1.0050000000000001,1.0050000000000001,0.0,95.71428571428572,0.0,0.0
2025,7,19,4.5946,36.7568,35,0.0,0.0,0.0,0.0,2025-07-19,1.7567999999999984,0.0,0.0,0.0,1.7567999999999984,July,7,0.0,0.0,0.0,105.01942857142856,0.0,0.0
2025,7,20,3.7951,30.3608,35,4.639199999999999,1.1597999999999997,1739.6999999999996,2087.6399999999994,2025-07-20,0.0,1.7567999999999984,1.1597999999999997,2.8824000000000005,0.0,July,7,3.1082639999999992,3.1082639999999992,0.0,86.74514285714287,0.0,0.0
2025,7,21,3.7956,30.3648,35,4.635200000000001,1.1588000000000003,1738.2000000000005,2085.8400000000006,2025-07-21,0.0,0.0,1.1588000000000003,4.635200000000001,0.0,July,7,3.105584000000001,3.105584000000001,0.0,86.75657142857143,0.0,0.0
2025,7,22,2.9772,23.8176,35,11.182400000000001,2.7956000000000003,4193.400000000001,5032.080000000001,2025-07-22,0.0,0.0,2.7956000000000003,11.182400000000001,0.0,July,7,7.4922080000000015,7.4922080000000015,0.0,68.0502857142857,0.0,0.0
2025,7,23,3.0499,24.3992,35,10.6008,2.6502,3975.2999999999997,4770.36,2025-07-23,0.0,0.0,2.6502,10.6008,0.0,July,7,7.102536,7.102536,0.0,69.71199999999999,0.0,0.0
2025,7,24,4.0985,32.788,35,2.2120000000000033,0.5530000000000008,829.5000000000013,995.4000000000015,2025-07-24,0.0,0.0,0.5530000000000008,2.2120000000000033,0.0,July,7,1.4820400000000022,1.4820400000000022,0.0,93.67999999999998,0.0,0.0
2025,7,25,3.9895,31.916,35,3.0839999999999996,0.7709999999999999,1156.4999999999998,1387.7999999999997,2025-07-25,0.0,0.0,0.7709999999999999,3.0839999999999996,0.0,July,7,2.06628,2.06628,0.0,91.18857142857144,0.0,0.0
2025,7,26,3.48,27.84,35,7.16,1.79,2685.0,3222.0,2025-07-26,0.0,0.0,1.79,7.16,0.0,July,7,4.7972,4.7972,0.0,79.54285714285714,0.0,0.0
2025,7,27,2.6054,20.8432,35,14.1568,3.5392,5308.8,6370.56,2025-07-27,0.0,0.0,3.5392,14.1568,0.0,July,7,9.485056,9.485056,0.0,59.55199999999999,0.0,0.0
2025,7,28,3.4973,27.9784,35,7.021599999999999,1.7553999999999998,2633.1,3159.72,2025-07-28,0.0,0.0,1.7553999999999998,7.021599999999999,0.0,July,7,4.704472,4.704472,0.0,79.93828571428571,0.0,0.0
2025,7,29,4.1597,33.2776,35,1.7224000000000004,0.4306000000000001,645.9000000000001,775.0800000000002,2025-07-29,0.0,0.0,0.4306000000000001,1.7224000000000004,0.0,July,7,1.1540080000000004,1.1540080000000004,0.0,95.07885714285715,0.0,0.0
2025,7,30,3.6564,29.2512,35,5.748799999999999,1.4371999999999998,2155.7999999999997,2586.9599999999996,2025-07-30,0.0,0.0,1.4371999999999998,5.748799999999999,0.0,July,7,3.8516959999999996,3.8516959999999996,0.0,83.57485714285714,0.0,0.0
2025,7,31,1.919,15.352,35,19.648,4.912,7368.0,8841.6,2025-07-31,0.0,0.0,4.912,19.648,0.0,July,7,13.16416,13.16416,0.0,43.862857142857145,0.0,0.0
2025,8,1,2.869,22.952,35,12.047999999999998,3.0119999999999996,4517.999999999999,5421.599999999999,2025-08-01,0.0,0.0,3.0119999999999996,12.047999999999998,0.0,August,8,8.072159999999998,8.072159999999998,0.0,65.57714285714286,0.0,0.0
2025,8,2,4.6908,37.5264,35,0.0,0.0,0.0,0.0,2025-08-02,2.5264000000000024,0.0,0.0,0.0,2.5264000000000024,August,8,0.0,0.0,0.0,107.21828571428571,0.0,0.0
2025,8,3,2.8286,22.6288,35,12.371200000000002,3.0928000000000004,4639.200000000001,5567.040000000001,2025-08-03,0.0,2.5264000000000024,3.0928000000000004,9.8448,0.0,August,8,8.288704000000001,8.288704000000001,0.0,64.65371428571429,0.0,0.0
2025,8,4,4.711,37.688,35,0.0,0.0,0.0,0.0,2025-08-04,2.6880000000000024,0.0,0.0,0.0,2.6880000000000024,August,8,0.0,0.0,0.0,107.67999999999999,0.0,0.0
2025,8,5,2.9546,23.6368,35,11.363199999999999,2.8407999999999998,4261.2,5113.44,2025-08-05,0.0,2.6880000000000024,2.8407999999999998,8.675199999999997,0.0,August,8,7.613344,7.613344,0.0,67.53371428571428,0.0,0.0
2025,8,6,2.7259,21.8072,35,13.192799999999998,3.2981999999999996,4947.299999999999,5936.759999999999,2025-08-06,0.0,0.0,3.2981999999999996,13.192799999999998,0.0,August,8,8.839176,8.839176,0.0,62.306285714285714,0.0,0.0
2025,8,7,4.4794,35.8352,35,0.0,0.0,0.0,0.0,2025-08-07,0.8352000000000004,0.0,0.0,0.0,0.8352000000000004,August,8,0.0,0.0,0.0,102.38628571428572,0.0,0.0
2025,8,8,3.0862,24.6896,35,10.310400000000001,2.5776000000000003,3866.4000000000005,4639.68,2025-08-08,0.0,0.8352000000000004,2.5776000000000003,9.475200000000001,0.0,August,8,6.907968000000001,6.907968000000001,0.0,70.54171428571429,0.0,0.0
2025,8,9,3.9214,31.3712,35,3.6287999999999982,0.9071999999999996,1360.7999999999993,1632.9599999999991,2025-08-09,0.0,0.0,0.9071999999999996,3.6287999999999982,0.0,August,8,2.431295999999999,2.431295999999999,0.0,89.632,0.0,0.0
2025,8,10,5.3153,42.5224,35,0.0,0.0,0.0,0.0,2025-08-10,7.5223999999999975,0.0,0.0,0.0,7.5223999999999975,August,8,0.0,0.0,0.0,121.49257142857141,0.0,0.0
2025,8,11,2.8409,22.7272,35,12.2728,3.0682,4602.3,5522.76,2025-08-11,0.0,7.5223999999999975,3.0682,4.750400000000003,0.0,August,8,8.222776000000001,8.222776000000001,0.0,64.93485714285714,0.0,0.0
2025,8,12,2.4718,19.7744,35,15.2256,3.8064,5709.6,6851.52,2025-08-12,0.0,0.0,3.8064,15.2256,0.0,August,8,10.201152,10.201152,0.0,56.498285714285714,0.0,0.0
2025,8,13,3.7284,29.8272,35,5.172799999999999,1.2931999999999997,1939.7999999999995,2327.7599999999993,2025-08-13,0.0,0.0,1.2931999999999997,5.172799999999999,0.0,August,8,3.4657759999999995,3.4657759999999995,0.0,85.22057142857143,0.0,0.0
2025,8,14,1.9421,15.5368,35,19.4632,4.8658,7298.7,8758.44,2025-08-14,0.0,0.0,4.8658,19.4632,0.0,August,8,13.040344000000001,13.040344000000001,0.0,44.39085714285714,0.0,0.0
2025,8,15,2.2006,17.6048,35,17.3952,4.3488,6523.2,7827.839999999999,2025-08-15,0.0,0.0,4.3488,17.3952,0.0,August,8,11.654784,11.654784,0.0,50.29942857142857,0.0,0.0
2025,8,16,4.242,33.936,35,1.064,0.266,399.0,478.8,2025-08-16,0.0,0.0,0.266,1.064,0.0,August,8,0.7128800000000001,0.7128800000000001,0.0,96.96000000000001,0.0,0.0
2025,8,17,2.9911,23.9288,35,11.071200000000001,2.7678000000000003,4151.700000000001,4982.040000000001,2025-08-17,0.0,0.0,2.7678000000000003,11.071200000000001,0.0,August,8,7.417704000000001,7.417704000000001,0.0,68.368,0.0,0.0
2025,8,18,3.3103,26.4824,35,8.517600000000002,2.1294000000000004,3194.100000000001,3832.9200000000005,2025-08-18,0.0,0.0,2.1294000000000004,8.517600000000002,0.0,August,8,5.706792000000002,5.706792000000002,0.0,75.664,0.0,0.0
2025,8,19,5.7482,45.9856,35,0.0,0.0,0.0,0.0,2025-08-19,10.0,0.0,0.0,0.0,10.985599999999998,August,8,0.0,0.0,0.0,131.38742857142856,0.0,0.0
2025,8,20,2.1002,16.8016,35,18.1984,4.5496,6824.4,8189.28,2025-08-20,0.0,10.0,4.5496,8.1984,0.0,August,8,12.192928,12.192928,0.0,48.00457142857143,0.0,0.0
2025,8,21,3.9247,31.3976,35,3.6023999999999994,0.9005999999999998,1350.8999999999999,1621.0799999999997,2025-08-21,0.0,0.0,0.9005999999999998,3.6023999999999994,0.0,August,8,2.4136079999999995,2.4136079999999995,0.0,89.70742857142857,0.0,0.0
2025,8,22,4.2139,33.7112,35,1.288800000000002,0.3222000000000005,483.30000000000075,579.9600000000008,2025-08-22,0.0,0.0,0.3222000000000005,1.288800000000002,0.0,August,8,0.8634960000000014,0.8634960000000014,0.0,96.31771428571429,0.0,0.0
2025,8,23,2.8426,22.7408,35,12.2592,3.0648,4597.2,5516.64,2025-08-23,0.0,0.0,3.0648,12.2592,0.0,August,8,8.213664,8.213664,0.0,64.9737142857143,0.0,0.0
2025,8,24,3.1776,25.4208,35,9.5792,2.3948,3592.2000000000003,4310.64,2025-08-24,0.0,0.0,2.3948,9.5792,0.0,August,8,6.418064,6.418064,0.0,72.63085714285714,0.0,0.0
2025,8,25,4.1923,33.5384,35,1.4615999999999971,0.3653999999999993,548.0999999999989,657.7199999999987,2025-08-25,0.0,0.0,0.3653999999999993,1.4615999999999971,0.0,August,8,0.9792719999999981,0.9792719999999981,0.0,95.82400000000001,0.0,0.0
2025,8,26,2.0954,16.7632,35,18.2368,4.5592,6838.799999999999,8206.56,2025-08-26,0.0,0.0,4.5592,18.2368,0.0,August,8,12.218656,12.218656,0.0,47.89485714285714,0.0,0.0
2025,8,27,3.1397,25.1176,35,9.8824,2.4706,3705.9,4447.08,2025-08-27,0.0,0.0,2.4706,9.8824,0.0,August,8,6.621208000000001,6.621208000000001,0.0,71.76457142857143,0.0,0.0
2025,8,28,4.7057,37.6456,35,0.0,0.0,0.0,0.0,2025-08-28,2.6456000000000017,0.0,0.0,0.0,2.6456000000000017,August,8,0.0,0.0,0.0,107.55885714285715,0.0,0.0
2025,8,29,3.0259,24.2072,35,10.7928,2.6982,4047.2999999999997,4856.76,2025-08-29,0.0,2.6456000000000017,2.6982,8.147199999999998,0.0,August,8,7.2311760000000005,7.2311760000000005,0.0,69.16342857142858,0.0,0.0
2025,8,30,3.6614,29.2912,35,5.7088,1.4272,2140.8,2568.96,2025-08-30,0.0,0.0,1.4272,5.7088,0.0,August,8,3.8248960000000003,3.8248960000000003,0.0,83.68914285714285,0.0,0.0
2025,8,31,4.8506,38.8048,35,0.0,0.0,0.0,0.0,2025-08-31,3.8048,0.0,0.0,0.0,3.8048,August,8,0.0,0.0,0.0,110.87085714285713,0.0,0.0
2025,9,1,6.1589,49.2712,35,0.0,0.0,0.0,0.0,2025-09-01,10.0,0.0,0.0,0.0,14.2712,September,9,0.0,0.0,0.0,140.77485714285714,0.0,0.0
2025,9,2,1.4522,11.6176,35,23.3824,5.8456,8768.4,10522.08,2025-09-02,0.0,10.0,5.8456,13.3824,0.0,September,9,15.666208000000001,15.666208000000001,0.0,33.19314285714285,0.0,0.0
2025,9,3,3.6986,29.5888,35,5.411200000000001,1.3528000000000002,2029.2000000000003,2435.0400000000004,2025-09-03,0.0,0.0,1.3528000000000002,5.411200000000001,0.0,September,9,3.6255040000000007,3.6255040000000007,0.0,84.53942857142856,0.0,0.0
2025,9,4,3.4034,27.2272,35,7.7728,1.9432,2914.8,3497.76,2025-09-04,0.0,0.0,1.9432,7.7728,0.0,September,9,5.207776000000001,5.207776000000001,0.0,77.792,0.0,0.0
2025,9,5,4.6157,36.9256,35,0.0,0.0,0.0,0.0,2025-09-05,1.9256000000000029,0.0,0.0,0.0,1.9256000000000029,September,9,0.0,0.0,0.0,105.50171428571429,0.0,0.0
2025,9,6,5.9162,47.3296,35,0.0,0.0,0.0,0.0,2025-09-06,10.0,0.0,0.0,0.0,12.3296,September,9,0.0,0.0,0.0,135.2274285714286,0.0,0.0
2025,9,7,5.8824,47.0592,35,0.0,0.0,0.0,0.0,2025-09-07,10.0,0.0,0.0,0.0,12.059199999999997,September,9,0.0,0.0,0.0,134.45485714285715,0.0,0.0
2025,9,8,4.8187,38.5496,35,0.0,0.0,0.0,0.0,2025-09-08,10.0,0.0,0.0,0.0,3.549599999999998,September,9,0.0,0.0,0.0,110.14171428571429,0.0,0.0
2025,9,9,3.5918,28.7344,35,6.265599999999999,1.5663999999999998,2349.6,2819.5199999999995,2025-09-09,3.734400000000001,6.265599999999999,1.5663999999999998,0.0,0.0,September,9,4.197952,4.197952,0.0,82.09828571428571,0.0,0.0
2025,9,10,5.0777,40.6216,35,0.0,0.0,0.0,0.0,2025-09-10,9.356000000000002,0.0,0.0,0.0,5.621600000000001,September,9,0.0,0.0,0.0,116.06171428571427,0.0,0.0
2025,9,11,1.5377,12.3016,35,22.6984,5.6746,8511.9,10214.28,2025-09-11,0.0,9.356000000000002,5.6746,13.342399999999998,0.0,September,9,15.207928,15.207928,0.0,35.14742857142858,0.0,0.0
2025,9,12,5.3052,42.4416,35,0.0,0.0,0.0,0.0,2025-09-12,7.441600000000001,0.0,0.0,0.0,7.441600000000001,September,9,0.0,0.0,0.0,121.26171428571428,0.0,0.0
2025,9,13,4.7998,38.3984,35,0.0,0.0,0.0,0.0,2025-09-13,10.0,0.0,0.0,0.0,3.3984000000000023,September,9,0.0,0.0,0.0,109.7097142857143,0.0,0.0
2025,9,14,6.1118,48.8944,35,0.0,0.0,0.0,0.0,2025-09-14,10.0,0.0,0.0,0.0,13.894399999999997,September,9,0.0,0.0,0.0,139.6982857142857,0.0,0.0
2025,9,15,4.4887,35.9096,35,0.0,0.0,0.0,0.0,2025-09-15,10.0,0.0,0.0,0.0,0.9095999999999975,September,9,0.0,0.0,0.0,102.59885714285713,0.0,0.0
2025,9,16,4.5432,36.3456,35,0.0,0.0,0.0,0.0,2025-09-16,10.0,0.0,0.0,0.0,1.3455999999999975,September,9,0.0,0.0,0.0,103.84457142857141,0.0,0.0
2025,9,17,5.6462,45.1696,35,0.0,0.0,0.0,0.0,2025-09-17,10.0,0.0,0.0,0.0,10.169600000000003,September,9,0.0,0.0,0.0,129.056,0.0,0.0
